Num_ID	Leaf	Num_ID.x	Directory	GSL_Plates_Run	GSL_Plate	HPLC_PlatePosition	HPLC_Plate	HPLC_Col	HPLC_Row	Plate_Pos	Exp_Tray.x	Geno1	Surface1	Iso1	Treatment	X3MSO	Q3MSO	X4MSO	Q4MSO	X5MSO	Q5MSO	X7MSO	Q7MSO	X4MT	Q4MT	X8MSO	Q8MSO	I3M	QI3M	X4MI3M	Q4MI3M	X6MSO	Q6MSO	X4OHI3M	Q_4OHI3M	P3m_like	QL_3MSO	QL_4MSO	QL_5MSO	QL_6MSO	QL_7MSO	QL_4MT	QL_8MSO	QL_I3M	QL_4MI3M	QL_4OHI3M	Num_ID.y	Genotype	IsoSur	Isolate	Surface	Image	Exp_Tray.y	Image_Num	Lesion.0.m.cx	Lesion.0.m.cy	Lesion.0.m.majoraxis	Lesion.0.m.eccentricity	Lesion.0.m.theta	Lesion.0.s.area	Lesion.0.s.perimeter	Lesion.0.s.radius.mean	Lesion.0.s.radius.sd	Lesion.0.s.radius.min	Lesion.Size	Leaf.Size	Lesion.Prop	Leaf.Grn	Leaf.Ylw	Lesion.Grn	Lesion.Ylw	LEFcm	LEScm	RemainLFcm	LESPropcm	LEFYlwcm	LEFGrncm	LesPercm
298	T18-m2829-D-Rasp	229	CC_FEB42019-2BD-an01.D	P9P14	P14	P2-B-04	P2	B	4	GSL_P14-B-4	T18	m2829	D	Rasp	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1466.2793	0.001675384	433.8299	0.000427326	0	0	83.12667	8.19E-05	74.64249	0	0	0	0	0	0	0	0.013403072	0.003418608	0.000655044	18	m2829	Rasp-D	Rasp	Down	T18_IMG_4114	T18	4114	3175.10227	679.6259456	87.13665421	0.786739427	0.055126327	3569	212	33.78993166	6.610752455	20.82419172	3569	24079	0.148220441	4310	15285	96	1671	3.026277424	0.448556174	2.577721249	1.86E-05	1.921037021	0.541685938	2.376681614
299	T18-m2829-U-01_04_20	253	CC_FEB42019-2EA-a201.D	P9P14	P14	P2-E-01	P2	E	1	GSL_P14-E-1	T18	m2829	U	01_04_20	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1763.77795	0.002015309	896.48187	0.000883042	0	0	0	0	50.88527	0	0	0	0	0	0	0	0.016122469	0.007064336	0	15	m2829	01_04_20-U	01_04_20	Up	T18_IMG_4114	T18	4114	2054.731625	729.2948977	85.76459479	0.618131119	-0.122166358	4449	244	37.43885491	4.319278318	27.4736788	4449	24826	0.179207283	14737	4586	79	1667	3.120161274	0.559155623	2.561005651	2.25E-05	0.576373947	1.852163727	2.735426009
300	T18-m2829-U-01_04_20	285	CC_FEB42019-2HF-b901.D	P9P14	P14	P2-H-06	P2	H	6	GSL_P14-H-6	T18	m2829	U	01_04_20	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	943.98877	0.00107861	470.16721	0.000463119	0	0	0	0	58.95801	0	0	0	0	0	0	0	0.008628881	0.003704948	0	15	m2829	01_04_20-U	01_04_20	Up	T18_IMG_4114	T18	4114	2054.731625	729.2948977	85.76459479	0.618131119	-0.122166358	4449	244	37.43885491	4.319278318	27.4736788	4449	24826	0.179207283	14737	4586	79	1667	3.120161274	0.559155623	2.561005651	2.25E-05	0.576373947	1.852163727	2.735426009
301	T18-m2829-U-B05_10	394	CC_JAN292019-2AJ-by01.D	P12P13	P13	P2-A-10	P2	A	10	GSL_P13-A-10	T18	m2829	U	B05_10	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	958.36304	0.001095034	275.47879	0.000271349	0	0	0	0	26.22567	0	0	0	0	0	0	0	0.008760274	0.002170791	0	11	m2829	B05_10-U	B05_10	Up	T18_IMG_4114	T18	4114	368.2146789	665.3449541	28.81423685	0.526532349	0.019090329	545	80	12.70953037	1.190598747	10.24086483	545	26075	0.020901246	22228	2820	0	254	3.277137083	0.06849625	3.208640833	2.63E-06	0.354420962	2.793641537	0.896860987
302	T18-m2829-U-Ctrl	467	CC_JAN292019-2GK-cc01.D	P12P13	P13	P2-G-11	P2	G	11	GSL_P13-G-11	T18	m2829	U	Ctrl	Control	0	0	0	0	0	0	0	0	0	0	0	0	758.08295	0.000866192	185.44322	0.000182663	0	0	0	0	28.47865	0	0	0	0	0	0	0	0.006929539	0.001461305	0	13	m2829	Ctrl-U	Ctrl	Up	T18_IMG_4114	T18	4114	1193	747	10.64229425	4.06E-06	0	89	28	4.877472991	0.259615252	4.472135955	89	24141	0.003686674	22887	835	0	25	3.034069658	0.011185626	3.022884031	4.63E-07	0.104943795	2.876465443	0.313901345
303	T18-m2829-U-Pepper	221	CC_FEB42019-2AE-au01.D	P9P14	P14	P2-A-05	P2	A	5	GSL_P14-A-5	T18	m2829	U	Pepper	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1833.1073	0.002094525	564.65875	0.000556193	0	0	0	0	39.56356	0	0	0	0	0	0	0	0.0167562	0.004449548	0	19	m2829	Pepper-U	Pepper	Up	T18_IMG_4114	T18	4114	3567.111311	695.0622382	50.46181599	0.535923392	-0.209955811	1671	142	22.6261632	1.896055088	18.47715822	1671	17888	0.09341458	14525	1530	92	499	2.248185164	0.210013272	2.038171892	1.17E-05	0.192292224	1.825519315	1.591928251
304	T18-m2829-U-Rasp	237	CC_FEB42019-2CC-ag01.D	P9P14	P14	P2-C-03	P2	C	3	GSL_P14-C-3	T18	m2829	U	Rasp	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1104.46033	0.001261966	864.12231	0.000851168	0	0	0	0	63.91095	0	0	0	0	0	0	0	0.010095731	0.00680934	0	17	m2829	Rasp-U	Rasp	Up	T18_IMG_4114	T18	4114	2814.823735	670.5143979	60.62223451	0.599438483	0.931956563	2292	162	26.68438938	2.481340442	22.29618009	2292	23393	0.097978028	17505	2899	109	1292	2.940060126	0.288061292	2.651998834	1.23E-05	0.364349776	2.200049267	1.816143498
305	T18-m3451-D-01_04_20	254	CC_FEB42019-2EB-aa01.D	P9P14	P14	P2-E-02	P2	E	2	GSL_P14-E-2	T18	m3451	D	01_04_20	Treatment	231.8389	0.001115797	4468.30908	0.01581643	117.50431	0.000395171	75.45234	0.00031261	14.82935	5.05E-05	323.30737	0.00133951	0	0	54.37664	5.36E-05	9.29282	3.49E-05	0	0	99.71943	0.008926374	0.126531439	0.003161364	0.000279145	0.00250088	0.000404229	0.010716076	0	0.000428491	0	29	m3451	01_04_20-D	01_04_20	Down	T18_IMG_4114	T18	4114	2428.386687	967.5970528	54.17978899	0.484125451	0.200044875	1968	156	24.71536583	2.354251108	18.9161236	1968	18777	0.104809075	5416	10585	0	430	2.359915743	0.247340586	2.112575157	1.32E-05	1.330335418	0.680689336	1.748878924
306	T18-m3451-D-B05_10	395	CC_JAN292019-2AK-c601.D	P12P13	P13	P2-A-11	P2	A	11	GSL_P13-A-11	T18	m3451	D	B05_10	Treatment	119.78575	0.000576506	599.12415	0.002120714	47.17064	0.000158636	66.14882	0.000274064	0	0	106.79089	0.00044245	64.8966	7.42E-05	66.74023	6.57E-05	18.11638	6.80E-05	0	0	55.07553	0.004612049	0.016965711	0.00126909	0.000544195	0.002192514	0	0.003539602	0.000593212	0.000525917	0	27	m3451	B05_10-D	B05_10	Down	T18_IMG_4114	T18	4114	888.1553529	937.4866599	87.88743643	0.870095486	-0.112899573	2961	201	31.36072505	7.847459483	20.50365616	2961	22015	0.134499205	2673	10987	0	217	2.766871443	0.37214201	2.394729434	1.69E-05	1.380859257	0.335945826	2.253363229
307	T18-m3451-D-Ctrl	468	CC_JAN292019-2GL-ck01.D	P12P13	P13	P2-G-12	P2	G	12	GSL_P13-G-12	T18	m3451	D	Ctrl	Control	182.02725	0.000876063	1416.68506	0.005014626	72.37959	0.000243415	84.42036	0.000349766	0	0	181.94411	0.000753821	62.27517	7.12E-05	9.48291	9.34E-06	20.92018	7.86E-05	0	0	44.0417	0.007008501	0.04011701	0.001947318	0.000628418	0.002798127	0	0.006030568	0.000569249	7.47E-05	0	28	m3451	Ctrl-D	Ctrl	Down	T18_IMG_4114	T18	4114	1634	982	10.64229425	4.06E-06	1.570796327	89	28	4.877472991	0.259615252	4.472135955	89	18287	0.004866845	5478	12410	0	4	2.298331959	0.011185626	2.287146333	6.12E-07	1.559703593	0.68848157	0.313901345
308	T18-m3451-D-Pepper	222	CC_FEB42019-2AF-b201.D	P9P14	P14	P2-A-06	P2	A	6	GSL_P14-A-6	T18	m3451	D	Pepper	Treatment	145.40176	0.000699791	2465.88428	0.008728466	90.37971	0.00030395	57.68385	0.000238993	0	0	201.02852	0.00083289	48.90731	5.59E-05	31.85548	3.14E-05	0	0	271.11795	0.000267053	132.95549	0.005598329	0.069827731	0.002431597	0	0.001911941	0	0.006663124	0.000447055	0.000251023	0.002136427	23	m3451	Pepper-D	Pepper	Down	T18_IMG_4114	T18	4114	3927.823202	920.5536981	52.32926955	0.366570113	0.573318628	1974	152	24.64066331	1.83427004	21.09251567	1974	20088	0.098267622	3095	13041	0	532	2.524683786	0.248094673	2.276589113	1.24E-05	1.639008426	0.388983289	1.704035874
309	T18-m3451-D-Rasp	238	CC_FEB42019-2CD-ao01.D	P9P14	P14	P2-C-04	P2	C	4	GSL_P14-C-4	T18	m3451	D	Rasp	Treatment	105.98316	0.000510077	2373.51855	0.00840152	84.15947	0.000283031	56.7765	0.000235233	0	0	196.64365	0.000814723	79.88966	9.13E-05	41.4035	4.08E-05	0	0	174.14169	0.000171531	93.61612	0.004080615	0.067212163	0.002264247	0	0.001881866	0	0.006517786	0.000730261	0.000326262	0.001372248	26	m3451	Rasp-D	Rasp	Down	T18_IMG_4114	T18	4114	3141.521766	925.1771919	54.24469125	0.70114523	-0.063229562	1631	139	22.42017981	3.053970987	16.39578447	1631	19579	0.08330354	1910	13032	1	490	2.460712059	0.204986024	2.255726035	1.05E-05	1.637877295	0.240051077	1.558295964
310	T18-m3451-U-01_04_20	223	CC_FEB42019-2AG-ba01.D	P9P14	P14	P2-A-07	P2	A	7	GSL_P14-A-7	T18	m3451	U	01_04_20	Treatment	103.87086	0.000499911	1433.66809	0.005074741	77.06512	0.000259172	105.84758	0.000438542	53.33731	0.000181738	248.82121	0.001030903	41.07385	4.69E-05	20.10003	1.98E-05	23.09318	8.67E-05	152.03732	0.000149758	108.51744	0.003999286	0.040597927	0.002073378	0.000693692	0.003508336	0.001453907	0.00824722	0.000375451	0.00015839	0.001198064	24	m3451	01_04_20-U	01_04_20	Up	T18_IMG_4114	T18	4114	2048.522986	929.9786072	59.75297341	0.613412924	0.337708017	2197	161	26.1012016	2.533611067	22.03732047	2197	21824	0.100668988	11171	8141	1	1142	2.742866336	0.276121579	2.466744757	1.27E-05	1.023170585	1.403984597	1.804932735
311	T18-m3451-U-01_04_20	262	CC_FEB42019-2FA-a301.D	P9P14	P14	P2-F-01	P2	F	1	GSL_P14-F-1	T18	m3451	U	01_04_20	Treatment	254.16814	0.001223263	4035.50293	0.01428443	118.0151	0.000396888	65.75098	0.000272416	15.81516	5.39E-05	295.1741	0.001222949	0	0	63.87553	6.29E-05	0	0	38.59582	3.80E-05	114.18586	0.009786105	0.114275441	0.003175107	0	0.002179327	0.000431101	0.009783594	0	0.000503343	0.000304138	24	m3451	01_04_20-U	01_04_20	Up	T18_IMG_4114	T18	4114	2048.522986	929.9786072	59.75297341	0.613412924	0.337708017	2197	161	26.1012016	2.533611067	22.03732047	2197	21824	0.100668988	11171	8141	1	1142	2.742866336	0.276121579	2.466744757	1.27E-05	1.023170585	1.403984597	1.804932735
312	T18-m3451-U-B05_10	406	CC_JAN292019-2BJ-bz01.D	P12P13	P13	P2-B-10	P2	B	10	GSL_P13-B-10	T18	m3451	U	B05_10	Treatment	155.82953	0.000749978	1465.39746	0.005187053	66.77303	0.00022456	48.01986	0.000198953	39.63327	0.000135044	142.40361	0.000589999	58.3868	6.67E-05	20.07286	1.98E-05	19.47126	7.31E-05	0	0	34.63056	0.005999824	0.041496424	0.001796478	0.000584894	0.001591626	0.001080352	0.004719991	0.000533706	0.000158175	0	21	m3451	B05_10-U	B05_10	Up	T18_IMG_4114	T18	4114	385.800185	936.3265495	40.53182789	0.530344945	0.018600019	1081	111	18.16234671	1.545285431	15.36178694	1081	20905	0.051710117	15284	4354	0	621	2.62736532	0.135861369	2.491503951	6.50E-06	0.54721591	1.920911339	1.244394619
313	T18-m3451-U-Ctrl	479	CC_JAN292019-2HK-cd01.D	P12P13	P13	P2-H-11	P2	H	11	GSL_P13-H-11	T18	m3451	U	Ctrl	Control	125.94967	0.000606172	1033.20679	0.003657232	56.2108	0.000189039	64.66052	0.000267898	15.44304	5.26E-05	136.74097	0.000566538	0	0	0	0	15.75642	5.92E-05	0	0	34.3518	0.004849375	0.029257856	0.001512309	0.000473304	0.002143184	0.000420958	0.004532302	0	0	0	25	m3451	Ctrl-U	Ctrl	Up	T18_IMG_4114	T18	4114	1240	917	10.64229425	4.06E-06	0	89	28	4.877472991	0.259615252	4.472135955	89	18452	0.004823325	17612	659	0	89	2.319069356	0.011185626	2.30788373	6.06E-07	0.082823906	2.213497155	0.313901345
314	T18-m3451-U-Pepper	230	CC_FEB42019-2BE-av01.D	P9P14	P14	P2-B-05	P2	B	5	GSL_P14-B-5	T18	m3451	U	Pepper	Treatment	159.98811	0.000769992	3648.33179	0.012913964	106.91367	0.000359554	65.24017	0.0002703	47.91665	0.000163268	357.07697	0.001479422	50.25842	5.74E-05	51.91288	5.11E-05	9.8451	3.70E-05	0	0	60.48916	0.00615994	0.103311714	0.002876431	0.000295735	0.002162396	0.001306147	0.011835375	0.000459406	0.000409077	0	22	m3451	Pepper-U	Pepper	Up	T18_IMG_4114	T18	4114	3560.766949	892.9398305	49.48779992	0.785555133	0.391470611	1180	122	19.39934825	3.460716908	14.07096318	1180	16496	0.071532493	13350	922	136	487	2.073236944	0.148303807	1.924933138	8.99E-06	0.115878059	1.677843914	1.367713004
315	T18-m3451-U-Rasp	246	CC_FEB42019-2DC-ah01.D	P9P14	P14	P2-D-03	P2	D	3	GSL_P14-D-3	T18	m3451	U	Rasp	Treatment	52.12107	0.000250849	746.21173	0.002641358	52.53353	0.000176672	58.68985	0.000243161	19.32487	6.58E-05	147.04494	0.000609229	67.04292	7.66E-05	32.84556	3.24E-05	0	0	0	0	79.86953	0.002006791	0.021130867	0.001413375	0	0.001945285	0.000526771	0.004873829	0.000612831	0.000258825	0	30	m3451	Rasp-U	Rasp	Up	T18_IMG_4114	T18	4114	2760.127207	1013.216511	68.65741855	0.852525221	-0.072882845	1926	162	25.0212321	5.755719907	16.64204858	1926	17252	0.11163923	11297	3881	21	1663	2.168251925	0.242061976	1.92618995	1.40E-05	0.487768706	1.419820427	1.816143498
316	T18-tgg12-D-01_04_20	219	CC_FEB42019-2AC-ae01.D	P9P14	P14	P2-A-03	P2	A	3	GSL_P14-A-3	T18	tgg12	D	01_04_20	Treatment	120.07294	0.000577888	1839.71777	0.006512031	67.70439	0.000227692	37.52432	0.000155469	26.02837	8.87E-05	171.24051	0.000709474	960.15411	0.001097081	454.01996	0.000447213	0	0	62.1754	6.12E-05	94.15466	0.004623106	0.052096248	0.001821535	0	0.00124375	0.0007095	0.005675795	0.008776646	0.003577707	0.000489946	67	tgg12	01_04_20-D	01_04_20	Down	T18_IMG_4114	T18	4114	2422.519487	1909.913973	56.89450477	0.539592784	0.310231446	2104	159	25.54261553	2.551090376	20.37581037	2104	22976	0.091573816	3690	16575	12	940	2.887651069	0.264433228	2.623217841	1.15E-05	2.083165758	0.463763599	1.782511211
317	T18-tgg12-D-B05_10	443	CC_JAN292019-2EK-ca01.D	P12P13	P13	P2-E-11	P2	E	11	GSL_P13-E-11	T18	tgg12	D	B05_10	Treatment	119.00048	0.000572727	1238.6355	0.004384386	43.993	0.00014795	15.63091	6.48E-05	98.49654	0.000335611	119.34032	0.000494444	543.62665	0.000621153	258.51682	0.000254641	0	0	0	0	28.90783	0.004581814	0.035075087	0.001183598	0	0.000518089	0.00268489	0.003955555	0.004969222	0.002037129	0	70	tgg12	B05_10-D	B05_10	Down	T18_IMG_4114	T18	4114	866.1116152	1956.913793	39.26422935	0.377182156	-1.355671836	1102	117	18.2819844	1.380612515	15.97379419	1102	14398	0.076538408	2682	10158	0	404	1.809557803	0.138500674	1.67105713	9.62E-06	1.276669549	0.337076957	1.311659193
318	T18-tgg12-D-Ctrl	235	CC_FEB42019-2CA-a001.D	P9P14	P14	P2-C-01	P2	C	1	GSL_P14-C-1	T18	tgg12	D	Ctrl	Control	139.22186	0.000670048	1400.05347	0.004955756	81.93398	0.000275546	109.40723	0.00045329	26.01357	8.86E-05	263.83859	0.001093122	912.53583	0.001042672	334.54419	0.000329529	0	0	348.29617	0.000343075	121.68226	0.005360387	0.039646044	0.002204371	0	0.003626321	0.000709097	0.008744974	0.008341373	0.00263623	0.002744597	68	tgg12	Ctrl-D	Ctrl	Down	T18_IMG_4114	T18	4114	1696	1905	10.64229425	0	0	89	28	4.877472991	0.259615252	4.472135955	89	21441	0.004150926	5645	14981	0	1	2.694730439	0.011185626	2.683544813	5.22E-07	1.882829938	0.709470329	0.313901345
319	T18-tgg12-D-Pepper	258	CC_FEB42019-2EF-b601.D	P9P14	P14	P2-E-06	P2	E	6	GSL_P14-E-6	T18	tgg12	D	Pepper	Treatment	0	0	201.48668	0.0007132	21.37928	7.19E-05	20.07666	8.32E-05	0	0	31.74826	0.000131538	256.8627	0.000293494	111.92918	0.000110251	0	0	0	0	63.2966	0	0.005705603	0.000575193	0	0.000665444	0	0.001052301	0.002347949	0.000882009	0	61	tgg12	Pepper-D	Pepper	Down	T18_IMG_4114	T18	4114	3921.181778	1893.249889	85.48084105	0.607087168	0.162504499	4522	230	37.67211948	3.651003415	31.18742537	4522	13016	0.347418562	1349	4159	20	807	1.635866396	0.56833035	1.067536045	4.37E-05	0.522708078	0.169543928	2.578475336
320	T18-tgg12-D-Rasp	274	CC_FEB42019-2GD-as01.D	P9P14	P14	P2-G-04	P2	G	4	GSL_P14-G-4	T18	tgg12	D	Rasp	Treatment	65.77415	0.000316559	1247.96692	0.004417416	40.52181	0.000136276	19.41175	8.04E-05	55.83096	0.000190235	110.23167	0.000456706	923.18011	0.001054834	387.82895	0.000382015	0	0	0	0	71.39141	0.002532468	0.03533933	0.001090209	0	0.000643406	0.001521881	0.003653647	0.008438671	0.003056117	0	69	tgg12	Rasp-D	Rasp	Down	T18_IMG_4114	T18	4114	3187.113868	1906.414758	61.56268424	0.842983537	0.03485596	1572	143	22.43928033	5.221285012	13.79191361	1572	16248	0.096750369	1456	12933	71	939	2.042068009	0.197570834	1.844497175	1.22E-05	1.625434857	0.182991816	1.603139013
321	T18-tgg12-U-01_04_20	227	CC_FEB42019-2BB-a701.D	P9P14	P14	P2-B-02	P2	B	2	GSL_P14-B-2	T18	tgg12	U	01_04_20	Treatment	118.75143	0.000571528	2054.02002	0.007270595	76.27754	0.000256524	45.43972	0.000188263	63.30105	0.000215688	295.74838	0.001225329	1421.58801	0.001624319	771.62823	0.00076006	13.90162	5.22E-05	0	0	63.69243	0.004572225	0.058164756	0.002052189	0.000417588	0.001506107	0.001725506	0.009802629	0.012994554	0.006080481	0	63	tgg12	01_04_20-U	01_04_20	Up	T18_IMG_4114	T18	4114	2036.875076	1906.469301	70.46840317	0.517147627	0.204905253	3290	201	31.98163056	2.807934634	27.39307142	3290	25054	0.131316357	13826	7294	0	1495	3.148816586	0.413491122	2.735325464	1.65E-05	0.916718615	1.737668161	2.253363229
322	T18-tgg12-U-B05_10	454	CC_JAN292019-2FJ-c301.D	P12P13	P13	P2-F-10	P2	F	10	GSL_P13-F-10	T18	tgg12	U	B05_10	Treatment	50.80147	0.000244498	764.63263	0.002706563	61.41205	0.000206531	81.13532	0.000336155	0	0	122.61637	0.000508017	635.76898	0.000726435	156.09238	0.000153752	25.11182	9.43E-05	0	0	42.36409	0.001955983	0.021652501	0.001652245	0.00075433	0.002689244	0	0.00406414	0.005811483	0.001230018	0	64	tgg12	B05_10-U	B05_10	Up	T18_IMG_4114	T18	4114	491.0484429	1948.986159	36.30900843	0.512037713	-0.272406363	867	102	16.19430004	1.687621976	12.4559817	867	20439	0.042418905	8109	11038	0	418	2.568797885	0.108965594	2.459832291	5.33E-06	1.387268998	1.019148786	1.143497758
323	T18-tgg12-U-Ctrl	432	CC_JAN292019-2DL-ch01.D	P12P13	P13	P2-D-12	P2	D	12	GSL_P13-D-12	T18	tgg12	U	Ctrl	Control	52.71645	0.000253714	551.62451	0.00195258	50.03519	0.00016827	74.45903	0.000308495	0	0	155.83128	0.000645632	562.487	0.000642703	170.03748	0.000167488	20.8969	7.85E-05	0	0	35.05783	0.002029714	0.015620639	0.001346159	0.000627718	0.002467957	0	0.005165054	0.005141622	0.001339906	0	66	tgg12	Ctrl-U	Ctrl	Up	T18_IMG_4114	T18	4114	1286	1890	10.64229425	5.74E-06	0	89	28	4.877472991	0.259615252	4.472135955	89	19699	0.004517996	17062	2073	0	89	2.475793802	0.011185626	2.464608176	5.68E-07	0.260537111	2.144372499	0.313901345
324	T18-tgg12-U-Pepper	266	CC_FEB42019-2FE-az01.D	P9P14	P14	P2-F-05	P2	F	5	GSL_P14-F-5	T18	tgg12	U	Pepper	Treatment	60.26897	0.000290063	1030.97253	0.003649323	56.2418	0.000189143	58.19595	0.000241114	78.51965	0.000267543	162.22624	0.000672127	1176.1731	0.001343906	316.17053	0.000311431	0	0	0	0	78.28068	0.002320505	0.029194587	0.001513143	0	0.001928914	0.002140346	0.005377016	0.010751248	0.002491444	0	65	tgg12	Pepper-U	Pepper	Up	T18_IMG_4114	T18	4114	3569.448069	1899.643777	42.10608503	0.526016136	0.416830205	1165	117	18.86209636	1.783145661	14.63688128	1165	22934	0.050797942	16895	4672	0	703	2.882372459	0.146418589	2.73595387	6.38E-06	0.587182529	2.12338374	1.311659193
325	T18-tgg12-U-Rasp	282	CC_FEB42019-2HC-al01.D	P9P14	P14	P2-H-03	P2	H	3	GSL_P14-H-3	T18	tgg12	U	Rasp	Treatment	71.85078	0.000345804	1150.28357	0.004071647	75.48923	0.000253873	88.28265	0.000365768	24.23159	8.26E-05	180.96356	0.000749758	1582.20813	0.001807845	359.84253	0.000354448	13.43928	5.05E-05	0	0	99.01844	0.002766434	0.03257318	0.00203098	0.0004037	0.002926143	0.000660522	0.005998067	0.014462762	0.002835583	0	62	tgg12	Rasp-U	Rasp	Up	T18_IMG_4114	T18	4114	2796.169941	1944.149312	40.96273075	0.619723257	-0.257428926	1018	112	17.62514196	1.976044947	13.73224735	1018	24979	0.040754234	16555	4998	0	350	3.139390496	0.127943454	3.011447043	5.12E-06	0.628154598	2.080652135	1.255605381
326	T19-Col0-D-01_03_04	124	CC_FEB82019-1HL-2201.D	P14e	P14	P1-H-12	P1	H	12	GSL_P14-H-12	T19	Col0	D	01_03_04	Treatment	696.24597	0.0033509	50.04616	0.000177148	269.82385	0.000907426	0	0	104.49635	0.000356055	1021.20288	0.004230992	314.65244	0.000359525	0	0	70.06638	0.000263089	0	0	0	0.0268072	0.001417183	0.007259406	0.002104712	0	0.002848437	0.033847938	0.002876198	0	0	25	Col0	01_03_04-D	01_03_04	Down	T19_IMG_4116	T19	4116	3237.73743	239.4201117	37.57875646	0.567502776	0.017248683	895	107	16.44711648	1.732480035	13.38555623	895	20421	0.043827433	5028	9805	4	312	2.566535623	0.112484667	2.454050956	5.51E-06	1.232304088	0.631925034	1.19955157
327	T19-Col0-D-01_04_20	268	CC_FEB42019-2FG-bf01.D	P9P14	P14	P2-F-07	P2	F	7	GSL_P14-F-7	T19	Col0	D	01_04_20	Treatment	64.85367	0.000312128	965.02216	0.003415879	60.65302	0.000203978	66.12888	0.000273982	0	0	120.58175	0.000499588	1021.23022	0.001166867	292.54816	0.000288162	0	0	294.63824	0.000290221	158.14876	0.002497027	0.027327036	0.001631823	0	0.002191853	0	0.003996702	0.009334935	0.002305299	0.002321769	2	Col0	01_04_20-D	01_04_20	Down	T19_IMG_4116	T19	4116	728.6623955	304.8763231	51.66859427	0.498261334	0.139969121	1795	138	23.53271003	1.92083566	19.55149814	1795	25013	0.071762683	2855	16465	0	215	3.143663657	0.22559774	2.918065917	9.02E-06	2.069340827	0.358819803	1.547085202
328	T19-Col0-D-DavisNavel	252	CC_FEB42019-2DI-bt01.D	P9P14	P14	P2-D-09	P2	D	9	GSL_P14-D-9	T19	Col0	D	DavisNavel	Treatment	71.40331	0.000343651	1300.48389	0.00460331	57.95326	0.000194899	44.31482	0.000183603	13.95416	4.75E-05	128.65245	0.000533026	1165.00244	0.001331142	340.21539	0.000335115	0	0	0	0	68.30595	0.002749205	0.036826481	0.001559188	0	0.001468822	0.000380373	0.004264207	0.010649138	0.00268092	0	27	Col0	DavisNavel-D	DavisNavel	Down	T19_IMG_4116	T19	4116	1510.8	307.7226415	27.96602756	0.487739272	0.453348557	530	81	12.52002048	1.011235541	10.88284735	530	25265	0.020977637	9626	14509	8	250	3.175335317	0.066611032	3.108724286	2.64E-06	1.823508416	1.209807155	0.908071749
329	T19-Col0-D-KatieTomato	105	CC_FEB82019-1BK-0901.D	P14e	P14	P1-B-11	P1	B	11	GSL_P14-B-11	T19	Col0	D	KatieTomato	Treatment	74.99847	0.000360953	1190.69153	0.004214679	59.66034	0.00020064	54.16984	0.000224434	19.89937	6.78E-05	125.99309	0.000522008	1265.8042	0.001446319	402.91061	0.00039687	0	0	65.78465	6.48E-05	143.45885	0.002887627	0.033717433	0.001605116	0	0.001795468	0.000542431	0.004176062	0.011570555	0.003174962	0.000518387	24	Col0	KatieTomato-D	KatieTomato	Down	T19_IMG_4116	T19	4116	2395.738828	242.898709	59.34838367	0.667079917	1.021522011	2014	155	25.16117406	3.282892044	18.4919129	2014	24186	0.083271314	6665	12742	0	632	3.039725311	0.253121921	2.78660339	1.05E-05	1.601429749	0.837665145	1.737668161
330	T19-Col0-U-DavisNavel	260	CC_FEB42019-2EH-bm01.D	P9P14	P14	P2-E-08	P2	E	8	GSL_P14-E-8	T19	Col0	U	DavisNavel	Treatment	0	0	1242.78589	0.004399077	73.01388	0.000245548	91.30264	0.00037828	18.06469	6.16E-05	197.81602	0.000819581	1703.99463	0.001947	583.34314	0.000574598	0	0	213.03435	0.000209841	162.76585	0	0.035192616	0.001964383	0	0.003026241	0.00049242	0.006556645	0.015575997	0.004596782	0.001678725	3	Col0	DavisNavel-U	DavisNavel	Up	T19_IMG_4116	T19	4116	1161	402	10.32795559	0.836660027	0	45	24	3.377547993	0.87111206	2	45	22393	0.002009557	10231	11891	0	45	2.814378934	0.005655654	2.80872328	2.53E-07	1.494475055	1.285844276	0.269058296
331	T19-Col0-U-KatieTomato	107	CC_FEB82019-1CJ-0301.D	P14e	P14	P1-C-10	P1	C	10	GSL_P14-C-10	T19	Col0	U	KatieTomato	Treatment	50.35439	0.000242346	804.27234	0.002846875	55.46932	0.000186545	68.1777	0.00028247	20.07407	6.84E-05	124.01219	0.000513801	1617.6261	0.001848314	0	0	0	0	0	0	100.06275	0.001938769	0.022774999	0.00149236	0	0.002259761	0.000547194	0.004110405	0.014786514	0	0	26	Col0	KatieTomato-U	KatieTomato	Up	T19_IMG_4116	T19	4116	2050.551282	244.7098765	68.69139411	0.803501737	0.272545593	2106	170	26.08213228	5.645225384	13.57379549	2106	18530	0.113653535	6708	8350	6	533	2.328872489	0.26468459	2.064187898	1.43E-05	1.049437954	0.843069436	1.905829596
